locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
23184000-SE-Left,23184000,5991070.3362,2099719.73592,17TH AVE: SANTIAGO ST intersection,SE,Left,37.7450115426368,-122.47368438280716,11/10/2020 06:44:16 AM,16939.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.7450115426368, -122.47368438280716)",1.0,8.0,4.0,29491.0,40.0
25864000-NW-Right,25864000,6004760.91676,2108825.67965,BUCHANAN ST: HERMANN ST intersection,NW,Right,37.770660161427344,-122.4267807653498,11/10/2020 06:44:16 AM,31876.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.770660161427344, -122.4267807653498)",7.0,9.0,5.0,28852.0,10.0
21060000-NE-Left,21060000,6009372.88194,2097165.48348,BRONTE ST: MOJAVE ST intersection,NE,Left,37.73892255603317,-122.41019101558528,11/10/2020 06:44:16 AM,5328.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.738922556033174, -122.41019101558528)",10.0,7.0,7.0,28859.0,2.0
20767000-NW-Left,20767000,6011441.44014,2096041.89977,CONKLING ST: WATERVILLE ST intersection,NW,Left,37.73589123520076,-122.40282498375872,11/10/2020 06:44:16 AM,3814.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73589123520076, -122.40282498375873)",10.0,3.0,8.0,58.0,1.0
22484000-NE-Left,22484000,5994016.96187,2086831.61438,DE LONG ST: ORIZABA AVE intersection,NE,Left,37.70965714878285,-122.46255520734842,11/10/2020 06:44:16 AM,13102.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.70965714878285, -122.46255520734842)",9.0,8.0,6.0,28861.0,25.0
26298000-SW-Right,26298000,5997361.78392,2106095.27402,ALMA ST: STANYAN ST intersection,SW,Right,37.762842547287306,-122.45223304367374,11/10/2020 06:44:16 AM,34317.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.762842547287306, -122.45223304367374)",15.0,5.0,11.0,29492.0,12.0
25098000-NE-Right,25098000,6009440.22039,2117433.16243,MASON ST: WASHINGTON ST intersection,NE,Right,37.794526639228586,-122.41136404289196,11/10/2020 06:44:16 AM,27678.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.794526639228586, -122.41136404289196)",3.0,1.0,10.0,28857.0,21.0
20542000-N-Left,20542000,6012657.28482,2094433.98796,APOLLO ST: THORNTON AVE intersection,N,Left,37.73156217873719,-122.39858277284014,11/10/2020 06:44:16 AM,2610.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73156217873719, -122.39858277284014)",10.0,3.0,8.0,58.0,1.0
25549000-NW-Left,25549000,6006738.99285,2119109.27653,LARKIN ST: UNION ST intersection,NW,Left,37.79897104287808,-122.42068880162137,11/10/2020 06:44:16 AM,29927.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79897104287808, -122.42068880162137)",5.0,9.0,10.0,28858.0,32.0
2423000-XX-Center-1,2423000,5995634.31077,2112659.57567,ARGUELLO BLVD: GEARY BLVD to ANZA ST (500 - 599),unknown,Center,37.78029509643751,-122.45879514150266,11/10/2020 06:44:16 AM,9.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.780295096437506, -122.45879514150266)",11.0,6.0,2.0,54.0,16.0
21667000-NW-Left,21667000,6004672.83655,2094075.54248,CONGDON ST: NEY ST intersection,NW,Left,37.73013561332105,-122.42608430957522,11/10/2020 06:44:16 AM,8673.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73013561332105, -122.42608430957522)",9.0,7.0,6.0,28861.0,5.0
22821000-SW-Right,22821000,5994025.25089,2096749.7704,SANTA PAULA AVE: TERRACE WALK \ YERBA BUENA AVE intersection,SW,Right,37.737023342448495,-122.46313559016164,11/10/2020 06:44:16 AM,14934.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.737023342448495, -122.46313559016163)",9.0,8.0,4.0,59.0,40.0
20875000-SE-Right,20875000,6009181.98436,2091416.21775,DARTMOUTH ST: WOOLSEY ST intersection,SE,Right,37.72317281434684,-122.410500103017,11/10/2020 06:44:16 AM,4307.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72317281434684, -122.41050010301699)",9.0,3.0,7.0,309.0,28.0
22022000-SE-Right,22022000,6002351.20373,2099722.70737,DUNCAN ST: NEWBURG ST intersection,SE,Right,37.745611587569066,-122.43472288843948,11/10/2020 06:44:16 AM,10746.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.745611587569066, -122.43472288843947)",2.0,7.0,5.0,63.0,22.0
23540000-SW-Left,23540000,6015374.51528,2101058.66762,CESAR CHAVEZ ST: MINNESOTA ST intersection,SW,Left,37.7501450936706,-122.38947801779496,11/10/2020 06:44:16 AM,19313.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.7501450936706, -122.38947801779497)",10.0,3.0,8.0,58.0,1.0
21134000-S-Right,21134000,6009626.28728,2100285.82009,FLORIDA ST: PRECITA AVE intersection,S,Right,37.74755319874416,-122.40957172716938,11/10/2020 06:44:16 AM,5743.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74755319874416, -122.40957172716938)",2.0,7.0,7.0,28859.0,2.0
22212000-S-Right,22212000,5997254.32777,2090887.15909,NIAGARA AVE: WILLIAR AVE intersection,S,Right,37.72108361847758,-122.45160267920753,11/10/2020 06:44:16 AM,11753.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72108361847758, -122.45160267920751)",9.0,8.0,6.0,28861.0,24.0
33360000-N-Right,33360000,6000044.71228,2087231.99941,BRUNSWICK ST: UNNAMED 068 intersection,N,Right,37.71107335663178,-122.44165951573048,11/10/2020 06:44:16 AM,47757.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71107335663178, -122.44165951573049)",9.0,7.0,6.0,28861.0,5.0
27839000-NE-Right,27839000,5986897.16935,2112608.30003,29TH AVE: GEARY BLVD intersection,NE,Right,37.77989056157891,-122.48901349265766,11/10/2020 06:44:16 AM,44564.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.77989056157891, -122.48901349265766)",11.0,6.0,2.0,55.0,26.0
22174000-SE-Left,22174000,5998431.07738,2090252.46351,NIAGARA AVE: SAN JOSE AVE intersection,SE,Left,37.71948110618502,-122.4475620620621,11/10/2020 06:44:16 AM,11557.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.71948110618502, -122.4475620620621)",9.0,7.0,6.0,28861.0,25.0
20483000-E-Left,20483000,6014987.20766,2093109.21305,KEITH ST: VAN DYKE AVE intersection,E,Left,37.72809906749067,-122.39054746208691,11/10/2020 06:44:16 AM,2254.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72809906749067, -122.39054746208693)",10.0,3.0,8.0,58.0,1.0
33708000-SE-Right,33708000,5990291.31906,2088479.00249,BROTHERHOOD WAY: CHURCH ACCESS RD intersection,SE,Right,37.714156959854215,-122.47547509852964,11/10/2020 06:44:16 AM,48633.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.714156959854215, -122.47547509852964)",1.0,8.0,4.0,64.0,14.0
20432000-SW-Right,20432000,6006648.79585,2087357.32823,BROOKDALE AVE: SANTOS ST intersection,SW,Right,37.7119334176728,-122.4187659945892,11/10/2020 06:44:16 AM,1931.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.711933417672796, -122.41876599458921)",9.0,7.0,8.0,309.0,39.0
26188000-NE-Left,26188000,6000038.27364,2104888.45163,CASELLI AVE: DANVERS ST intersection,NE,Left,37.75956664446299,-122.44299139506296,11/10/2020 06:44:16 AM,50248.0,0,,,,,,,,,,,,,,,,,,,,,U20,0,"(37.75956664446299, -122.44299139506296)",2.0,4.0,5.0,28862.0,3.0
21033000-NE-Right,21033000,6009544.22576,2097156.37851,BRADFORD ST: MOJAVE ST intersection,NE,Right,37.73888674688123,-122.40957140369602,11/10/2020 06:44:16 AM,5184.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.73888674688123, -122.40957140369602)",10.0,7.0,7.0,28859.0,2.0
26207000-E-Left,26207000,6000021.15622,2106667.76041,LOMA VISTA TER: ROOSEVELT WAY intersection,E,Left,37.76455753169514,-122.44321527530356,11/10/2020 06:44:16 AM,33937.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.76455753169514, -122.44321527530357)",15.0,5.0,5.0,29492.0,3.0
26385000-SW-Left,26385000,6000005.84556,2112133.88366,ANZAVISTA AVE: ENCANTO AVE intersection,SW,Left,37.77958571710953,-122.44346472371564,11/10/2020 06:44:16 AM,34906.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.77958571710953, -122.44346472371565)",15.0,5.0,1.0,29490.0,16.0
21420000-NE-Left,21420000,6001442.94406,2087076.05681,DRAKE ST: MUNICH ST intersection,NE,Left,37.71074569494336,-122.4369928047616,11/10/2020 06:44:16 AM,7325.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.71074569494336, -122.43699280476159)",9.0,7.0,6.0,28861.0,5.0
23994000-SE-Left,23994000,6008923.60331,2103301.94726,22ND ST: HARRISON ST intersection,SE,Left,37.75583249772327,-122.41219789253783,11/10/2020 06:44:16 AM,21966.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75583249772327, -122.41219789253785)",2.0,4.0,7.0,28859.0,19.0
27319000-SW-Right,27319000,5990905.63476,2103117.19008,17TH AVE: NORIEGA ST intersection,SW,Right,37.75433401623293,-122.47433459628029,11/10/2020 06:44:16 AM,40955.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75433401623293, -122.47433459628027)",1.0,8.0,4.0,56.0,12.0
21128000-SE-Left,21128000,6009353.95285,2099330.17469,ALABAMA ST: RUTLEDGE ST intersection,SE,Left,37.744917947425975,-122.41044064763342,11/10/2020 06:44:16 AM,5703.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.744917947425975, -122.41044064763342)",2.0,7.0,7.0,28859.0,2.0
22042000-NE-Right,22042000,6001981.3731,2100629.75706,26TH ST: DIAMOND ST intersection,NE,Right,37.74796298651293,-122.43598980527248,11/10/2020 06:44:16 AM,10865.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74796298651293, -122.43598980527248)",2.0,4.0,5.0,63.0,22.0
26591000-S-Right,26591000,6003588.12863,2114166.01278,POST ST: WEBSTER ST intersection,S,Right,37.785372633731136,-122.43136639654264,11/10/2020 06:44:16 AM,50553.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.785372633731136, -122.43136639654263)",13.0,9.0,11.0,29490.0,13.0
27003000-NW-Right,27003000,6000286.53758,2119932.70041,DIVISADERO ST: FRANCISCO ST intersection,NW,Right,37.80090819459673,-122.44303462434628,11/10/2020 06:44:16 AM,38993.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.80090819459673, -122.44303462434627)",13.0,9.0,1.0,57.0,17.0
22421000-N-Right,22421000,5997420.72967,2099461.11996,JUANITA WAY: TERESITA BLVD intersection,N,Right,37.74450279929582,-122.45162570424606,11/10/2020 06:44:16 AM,12772.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74450279929582, -122.45162570424606)",9.0,7.0,4.0,59.0,40.0
21657000-SW-Right,21657000,6005288.10862,2092649.85898,SILLIMAN ST: VALMAR TER intersection,SW,Right,37.72633726526086,-122.42383685084856,11/10/2020 06:44:16 AM,8605.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.72633726526086, -122.42383685084855)",9.0,7.0,6.0,309.0,5.0
21631000-W-Left,21631000,6003436.8072,2089712.33073,MOSCOW ST: RUSSIA AVE intersection,W,Left,37.71814754516592,-122.4299780259302,11/10/2020 06:44:16 AM,8420.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71814754516592, -122.4299780259302)",9.0,7.0,6.0,28861.0,5.0
27699000-SW-Left,27699000,5985604.39798,2103624.84064,34TH AVE: MORAGA ST intersection,SW,Left,37.75539846515496,-122.49267538556164,11/10/2020 06:44:16 AM,43539.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.755398465154954, -122.49267538556165)",1.0,8.0,3.0,56.0,35.0
20181000-S-Left,20181000,6017792.07442,2096871.68354,EVANS AVE: KEITH ST intersection,S,Left,37.73876356275679,-122.380942553322,11/10/2020 06:44:16 AM,713.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73876356275679, -122.38094255332201)",10.0,3.0,8.0,58.0,1.0
23406000-NE-Left,23406000,5985463.36382,2100270.26106,35TH AVE: RIVERA ST intersection,NE,Left,37.74602262531885,-122.49309808360852,11/10/2020 06:44:16 AM,18386.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.746022625318844, -122.49309808360852)",1.0,8.0,3.0,29491.0,35.0
20812000-NW-Left,20812000,6011350.97871,2098960.21841,BARNEVELD AVE: LOOMIS ST \ MCKINNON AVE intersection,NW,Left,37.74379434487511,-122.40324328474246,11/10/2020 06:44:16 AM,4001.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.74379434487511, -122.40324328474246)",10.0,3.0,8.0,58.0,1.0
22164000-SE-Right,22164000,5998598.87921,2094966.79562,EDNA ST: JOOST AVE intersection,SE,Right,37.7323334264404,-122.44729678274786,11/10/2020 06:44:16 AM,11521.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7323334264404, -122.44729678274786)",9.0,7.0,4.0,59.0,40.0
33275000-SW-Right,33275000,6017530.79837,2096534.92044,BOWMAN CT: KEITH ST intersection,SW,Right,37.73776969871728,-122.38179490082956,11/10/2020 06:44:16 AM,47534.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73776969871728, -122.38179490082956)",10.0,3.0,8.0,58.0,1.0
21285000-NW-Right,21285000,6007980.99529,2099788.82797,MONTEZUMA ST: SHOTWELL ST intersection,NW,Right,37.746044057902566,-122.41501656468844,11/10/2020 06:44:16 AM,6565.0,0,,,,,,,,,,,,,,,,,,,,,Y42,0,"(37.746044057902566, -122.41501656468843)",2.0,7.0,7.0,28859.0,2.0
23381000-NE-Left,23381000,5984630.60236,2097522.27607,38TH AVE: VICENTE ST intersection,NE,Left,37.7384261103356,-122.4957891601936,11/10/2020 06:44:16 AM,18177.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.738426110335595, -122.4957891601936)",1.0,8.0,3.0,29491.0,35.0
24101000-SW-Right,24101000,6006390.91875,2101987.422,24TH ST: VALENCIA ST intersection,SW,Right,37.75210363175173,-122.420664800686,11/10/2020 06:44:16 AM,50694.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.75210363175173, -122.42066480068601)",2.0,4.0,7.0,28859.0,19.0
22270000-SW-Left,22270000,6000096.84078,2095687.15146,CONGO ST: STILLINGS AVE intersection,SW,Left,37.73440299133742,-122.4420106346019,11/10/2020 06:44:16 AM,12098.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73440299133742, -122.4420106346019)",9.0,7.0,5.0,63.0,40.0
30729000-N-Center,30729000,6013466.80945,2116643.65745,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST intersection,N,Center,37.79240550755865,-122.39738344571953,11/10/2020 06:44:16 AM,51991.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79240550755865, -122.39738344571953)",4.0,2.0,9.0,28855.0,6.0
27679000-NW-Left,27679000,5986252.90554,2103034.0869,32ND AVE: NORIEGA ST intersection,NW,Left,37.7536266991276,-122.49040061440914,11/10/2020 06:44:16 AM,43368.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.753626699127594, -122.49040061440914)",1.0,8.0,3.0,56.0,35.0
21543000-S-Right,21543000,5998000.92896,2087418.94589,RAE AVE: WHIPPLE AVE intersection,S,Right,37.711632950576224,-122.4487745113267,11/10/2020 06:44:16 AM,7989.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.711632950576224, -122.4487745113267)",9.0,7.0,6.0,28861.0,25.0
27922000-SE-Right,27922000,5981679.9393,2102129.78392,47TH AVE: ORTEGA ST intersection,SE,Right,37.751051930292846,-122.5063475268133,11/10/2020 06:44:16 AM,45145.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.751051930292846, -122.5063475268133)",1.0,8.0,3.0,29491.0,35.0
26328000-N-Left,26328000,5999932.93429,2107003.264,MASONIC AVE: UPPER TER intersection,N,Left,37.76532271776371,-122.44353830590538,11/10/2020 06:44:16 AM,34477.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.76532271776371, -122.44353830590538)",15.0,5.0,5.0,29492.0,3.0
25375000-SW-Right,25375000,6010599.6249,2120406.9803,CHILD ST: TELEGRAPH PL intersection,SW,Right,37.80288908767052,-122.407482769718,11/10/2020 06:44:16 AM,29086.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.802889087670515, -122.407482769718)",3.0,1.0,10.0,308.0,23.0
20514000-SE-Right,20514000,6014481.23787,2094690.16691,BAY VIEW ST: LATONA ST intersection,SE,Right,37.73248789340164,-122.39235791941594,11/10/2020 06:44:16 AM,2466.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73248789340164, -122.39235791941594)",10.0,3.0,8.0,58.0,1.0
23821000-S-Right-I,23821000,6014010.35694,2110911.584863,04TH ST: TOWNSEND ST intersection,S,Right,37.7770893194005,-122.39498148013897,11/10/2020 06:44:16 AM,52360.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7770893194005, -122.39498148013897)",6.0,2.0,9.0,28856.0,34.0
23079000-NW-Left-I,23079000,5990533.19948,2095263.61983,19TH AVE: OCEAN AVE intersection,NW,Left,37.732456124364056,-122.47495462068554,11/10/2020 06:44:16 AM,16292.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.732456124364056, -122.47495462068554)",1.0,8.0,4.0,64.0,40.0
13056000-E-MB,13056000,6006121.833268,2107993.213238,VALENCIA ST: BROSNAN ST to 14TH ST (245 - 299),E,MB,37.7684469000453,-122.42222866440844,11/10/2020 06:44:16 AM,52468.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7684469000453, -122.42222866440845)",8.0,4.0,5.0,28853.0,19.0
22977000-S-Right,22977000,5993952.83339,2100965.14419,SANTA RITA AVE: SOTELO AVE intersection,S,Right,37.74860700131542,-122.46376155413598,11/10/2020 06:44:16 AM,15796.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74860700131542, -122.46376155413598)",1.0,8.0,4.0,29491.0,40.0
22909000-W-Right,22909000,5993361.83424,2096495.42281,SAN ANSELMO AVE: SAN BUENAVENTURA WAY intersection,W,Right,37.73629675010883,-122.46534656539914,11/10/2020 06:44:16 AM,15383.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73629675010883, -122.46534656539914)",1.0,8.0,4.0,59.0,40.0
22574000-SE-Right,22574000,5995936.82614,2089294.78236,MONTANA ST: PLYMOUTH AVE intersection,SE,Right,37.71663046534472,-122.45608692016522,11/10/2020 06:44:16 AM,13457.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71663046534472, -122.45608692016522)",9.0,8.0,6.0,28861.0,24.0
22555000-NE-Left,22555000,5990995.92624,2088364.17759,CHUMASERO DR: GALINDO AVE intersection,NE,Left,37.71367197272683,-122.4731396162498,11/10/2020 06:44:16 AM,13375.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71367197272683, -122.47313961624981)",1.0,8.0,4.0,64.0,14.0
24006000-NW-Right,24006000,6009834.94959,2104563.74526,20TH ST: YORK ST intersection,NW,Right,37.759246627178456,-122.40890372578956,11/10/2020 06:44:16 AM,22056.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.759246627178456, -122.40890372578956)",2.0,4.0,7.0,28859.0,19.0
33380000-S-Center,33380000,6002041.51734,2096116.54758,OHLONE WAY: SURREY ST intersection,S,Center,37.73569524775163,-122.4353650647315,11/10/2020 06:44:16 AM,47812.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73569524775163, -122.4353650647315)",2.0,7.0,5.0,63.0,7.0
25304000-NW-Right,25304000,6006486.07472,2117341.92902,JACKSON ST: POLK ST intersection,NW,Right,37.79414396664262,-122.42140435584952,11/10/2020 06:44:16 AM,28768.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y32,0,"(37.79414396664262, -122.42140435584952)",13.0,9.0,10.0,28858.0,32.0
20644000-S-Right,20644000,6011632.25702,2094146.68013,BANCROFT AVE: QUINT ST intersection,S,Right,37.73089559448545,-122.40214000935958,11/10/2020 06:44:16 AM,3177.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73089559448545, -122.40214000935958)",10.0,3.0,8.0,58.0,1.0
23613000-NW-Right,23613000,6014483.08891,2102024.55414,25TH ST: PENNSYLVANIA AVE intersection,NW,Right,37.75254466952719,-122.39263938635764,11/10/2020 06:44:16 AM,19686.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.75254466952719, -122.39263938635764)",10.0,3.0,8.0,28856.0,1.0
22094000-W-Right,22094000,5998736.93274,2089834.87577,DELANO AVE: SHAWNEE AVE intersection,W,Right,37.718264400058935,-122.44626303647728,11/10/2020 06:44:16 AM,11148.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.718264400058935, -122.44626303647729)",9.0,7.0,6.0,28861.0,25.0
33484000-N-Right-I,33484000,5988707.42885,2091026.55284,FONT BLVD: HOLLOWAY AVE \ TAPIA DR intersection,N,Right,37.72070271364319,-122.48105803256963,11/10/2020 06:44:16 AM,48057.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.720702713643185, -122.48105803256963)",1.0,8.0,4.0,64.0,14.0
20979000-NW-Right,20979000,6006412.28813,2092051.7506,BURROWS ST: HARVARD ST intersection,NW,Right,37.72470957134628,-122.4198752420561,11/10/2020 06:44:16 AM,4940.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72470957134628, -122.4198752420561)",9.0,7.0,7.0,309.0,18.0
24030000-NE-Left,24030000,6009322.19143,2105010.63938,19TH ST: FLORIDA ST intersection,NE,Left,37.760427439223335,-122.41096197160287,11/10/2020 06:44:16 AM,22206.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.760427439223335, -122.41096197160289)",2.0,4.0,7.0,28859.0,19.0
26908000-NE-Right,26908000,5998155.2738,2113181.4065,COLLINS ST: GEARY BLVD intersection,NE,Right,37.782116589534745,-122.45009230224306,11/10/2020 06:44:16 AM,38353.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.782116589534745, -122.45009230224306)",15.0,6.0,2.0,54.0,16.0
21987000-NW-Left,21987000,6001775.57988,2096728.12477,ARBOR ST: CONRAD ST intersection,NW,Left,37.73732388707938,-122.4362844838736,11/10/2020 06:44:16 AM,10554.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73732388707938, -122.4362844838736)",2.0,7.0,5.0,63.0,7.0
22957000-W-Right,22957000,5993691.97039,2098460.25976,CLAREMONT BLVD: DORCHESTER WAY intersection,W,Right,37.74162541168805,-122.46430234945144,11/10/2020 06:44:16 AM,15692.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74162541168805, -122.46430234945144)",1.0,8.0,4.0,59.0,40.0
21430000-SW-Right,21430000,6001229.85984,2087642.33652,ATHENS ST: NAPLES ST intersection,SW,Right,37.71237340717308,-122.43748584064564,11/10/2020 06:44:16 AM,7392.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.712373407173075, -122.43748584064564)",9.0,7.0,6.0,28861.0,5.0
23865000-SW-Left,23865000,6011072.79455,2107881.30982,ALAMEDA ST: VERMONT ST intersection,SW,Left,37.76853079079191,-122.40487459334253,11/10/2020 06:44:16 AM,21190.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76853079079191, -122.40487459334253)",8.0,2.0,8.0,28853.0,20.0
25723000-NW-Left,25723000,6004205.1344,2106021.55927,17TH ST: CHURCH ST intersection,NW,Left,37.762889852154935,-122.42850874986578,11/10/2020 06:44:16 AM,31011.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.762889852154935, -122.42850874986578)",8.0,4.0,5.0,28862.0,3.0
26399000-SE-Right,26399000,5999977.16189,2112967.5608,LYON ST: OFARRELL ST \ VICHA RATANAPAKDEE WAY intersection,SE,Right,37.78187162771258,-122.44383120011994,11/10/2020 06:44:16 AM,34987.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78187162771258, -122.44383120011994)",15.0,5.0,1.0,29490.0,16.0
24617000-W-Right,24617000,6011964.12249,2114826.03379,ANNIE ST: STEVENSON ST intersection,W,Right,37.78761785139917,-122.40228988390515,11/10/2020 06:44:16 AM,25482.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.78761785139917, -122.40228988390517)",12.0,2.0,9.0,28855.0,6.0
23092000-NW-Left,23092000,5988504.73175,2089337.66711,GARCES DR: RIVAS AVE intersection,NW,Left,37.71619083048605,-122.48160981462904,11/10/2020 06:44:16 AM,16375.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.71619083048605, -122.48160981462905)",1.0,8.0,4.0,64.0,14.0
21503000-N-Right,21503000,5998557.35403,2087662.95327,ELLINGTON AVE: NAGLEE AVE intersection,N,Right,37.71216076758349,-122.44679998041278,11/10/2020 06:44:16 AM,7782.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71216076758349, -122.44679998041278)",9.0,7.0,6.0,28861.0,25.0
25512000-NE-Right,25512000,6007255.93637,2119187.51653,HYDE ST: UNION ST intersection,NE,Right,37.79919842479514,-122.41904877909758,11/10/2020 06:44:16 AM,29727.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.79919842479514, -122.41904877909758)",5.0,1.0,1.0,28858.0,32.0
20852000-NW-Right,20852000,6009669.11101,2090644.77113,BOWDOIN ST: OLMSTEAD ST intersection,NW,Right,37.72102673185783,-122.40852406735029,11/10/2020 06:44:16 AM,51098.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72102673185783, -122.40852406735029)",10.0,3.0,7.0,309.0,28.0
33411000-SW-Left,33411000,5991313.0762,2093087.77904,JUNIPERO SERRA BLVD: MERCEDES WAY \ WINSTON DR intersection,SW,Left,37.72682403608007,-122.47205688511674,11/10/2020 06:44:16 AM,50254.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.72682403608007, -122.47205688511674)",9.0,8.0,4.0,59.0,40.0
22724000-NW-Right,22724000,5991649.80157,2089224.02266,MONTICELLO ST: SARGENT ST intersection,NW,Right,37.71608873266946,-122.47071365624538,11/10/2020 06:44:16 AM,14391.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71608873266946, -122.47071365624538)",9.0,8.0,6.0,64.0,24.0
