locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
22476000-SW-Left,22476000,5995008.48022,2088047.25631,BROAD ST: CAPITOL AVE intersection,SW,Left,37.71317203497634,-122.45902443550465,11/10/2020 06:44:16 AM,13058.0,40,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.71317203497634, -122.45902443550465)",9.0,8.0,6.0,28861.0,24.0
25753000-NW-Left,25753000,6002448.3036,2102998.13815,22ND ST: CASTRO ST intersection,NW,Left,37.754493996127685,-122.43439413517471,11/10/2020 06:44:16 AM,31217.0,35,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.754493996127685, -122.43439413517473)",2.0,4.0,5.0,28862.0,22.0
24918000-NW-Right,24918000,6010198.53777,2115137.67916,POST ST: POWELL ST intersection,NW,Right,37.788293180079215,-122.40840155020568,11/10/2020 06:44:16 AM,26841.0,50,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,1.0,4.0,,1,"(37.788293180079215, -122.40840155020568)",5.0,1.0,10.0,28852.0,6.0
27341000-SW-Right,27341000,5990257.99333,2103778.51356,19TH AVE: MORAGA ST intersection,SW,Right,37.75611020154371,-122.4765542901705,11/10/2020 06:44:16 AM,41099.0,42,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.75611020154371, -122.4765542901705)",1.0,8.0,3.0,56.0,35.0
23819000-N-Left,23819000,6013627.25073,2110128.99233,05TH ST: I-280 N OFF RAMP \ I-280 S ON RAMP \ KING ST intersection,N,Left,37.77465114706738,-122.39635280387192,11/10/2020 06:44:16 AM,20922.0,50,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.77465114706738, -122.39635280387193)",14.0,2.0,9.0,28856.0,20.0
23287000-NE-Right,23287000,5987014.46373,2100329.903,30TH AVE: RIVERA ST intersection,NE,Right,37.74625959372237,-122.4877361749981,11/10/2020 06:44:16 AM,17635.0,49,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.74625959372237, -122.4877361749981)",1.0,8.0,3.0,29491.0,35.0
24730000-SE-Center,24730000,6012118.55034,2116946.60041,HALLECK ST: LEIDESDORFF ST intersection,SE,Center,37.79343734158533,-122.40206267663174,11/10/2020 06:44:16 AM,26002.0,36,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,1.0,1.0,4.0,,1,"(37.79343734158533, -122.40206267663174)",4.0,1.0,10.0,28854.0,6.0
25804000-NE-Left,25804000,6003041.84441,2106548.62711,16TH ST: MARKET ST \ NOE ST intersection,NE,Left,37.76419569931776,-122.4330744707492,11/10/2020 06:44:16 AM,31560.0,50,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,1.0,0.0,1.0,,1,"(37.76419569931776, -122.4330744707492)",15.0,4.0,5.0,28862.0,3.0
26908000-SW-Left,26908000,5998125.9087,2113065.73613,COLLINS ST: GEARY BLVD intersection,SW,Left,37.782116589534745,-122.45009230224306,11/10/2020 06:44:16 AM,38352.0,22,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.782116589534745, -122.45009230224306)",15.0,6.0,2.0,54.0,16.0
23796000-E-Left,23796000,6015193.21971,2111105.83125,03RD ST: BERRY ST intersection,E,Left,37.777553263113454,-122.39112141823126,11/10/2020 06:44:16 AM,20777.0,30,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,1,"(37.777553263113454, -122.39112141823126)",6.0,2.0,9.0,28856.0,20.0
25053000-SW-Left,25053000,6010257.29454,2118163.2174,PACIFIC AVE: STOCKTON ST intersection,SW,Left,37.796703888994045,-122.40843088640952,11/10/2020 06:44:16 AM,27477.0,35,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.796703888994045, -122.40843088640953)",3.0,1.0,10.0,308.0,4.0
27944000-SE-Right,27944000,5980988.43805,2104147.26545,GREAT HWY: LA PLAYA \ LAWTON ST intersection,SE,Right,37.75655121591162,-122.50890254327796,11/10/2020 06:44:16 AM,45311.0,50,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,,1,"(37.75655121591162, -122.50890254327797)",1.0,8.0,3.0,56.0,35.0
24472000-N-Left-I,24472000,6006339.88112,2111832.5319,FRANKLIN ST: FULTON ST intersection,N,Left,37.77895685118173,-122.42170930684854,11/10/2020 06:44:16 AM,24754.0,46,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,3.0,,1,"(37.77895685118173, -122.42170930684854)",7.0,9.0,11.0,28852.0,10.0
27801000-SW-Center,27801000,5982437.09986,2105550.68193,44TH AVE: JUDAH ST intersection,SW,Center,37.76051912605594,-122.50378547805455,11/10/2020 06:44:16 AM,44305.0,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,,1,"(37.76051912605594, -122.50378547805455)",1.0,8.0,3.0,56.0,35.0
25030000-SE-Left,25030000,6010814.5851,2117904.39541,GRANT AVE: JACKSON ST intersection,SE,Left,37.79602473637794,-122.40665235213466,11/10/2020 06:44:16 AM,27385.0,47,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.796024736377944, -122.40665235213466)",3.0,1.0,10.0,28857.0,4.0
23827000-S-Left,23827000,6013586.44701,2111371.36747,04TH ST: BRANNAN ST intersection,S,Left,37.77832681814086,-122.39653063809506,11/10/2020 06:44:16 AM,20962.0,32,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.77832681814086, -122.39653063809506)",6.0,2.0,9.0,28856.0,34.0
26234000-SW-Left-BT,26234000,5997526.44501,2100993.01487,CITYVIEW WAY: KNOLLVIEW WAY intersection,SW,Left,37.74883302342653,-122.45123843935384,11/10/2020 06:44:16 AM,34033.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.74883302342653, -122.45123843935383)",1.0,5.0,4.0,63.0,38.0
24750000-SW-Left,24750000,6011316.28871,2117163.71656,COMMERCIAL ST: KEARNY ST intersection,SW,Left,37.79402136662389,-122.4047105821906,11/10/2020 06:44:16 AM,49175.0,35,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79402136662389, -122.4047105821906)",3.0,1.0,10.0,28857.0,4.0
26079000-NE-Left,26079000,6000946.99558,2112118.54872,BRODERICK ST: TURK ST intersection,NE,Left,37.77943862350044,-122.44039675478912,11/10/2020 06:44:16 AM,33324.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.77943862350044, -122.44039675478913)",15.0,5.0,11.0,29490.0,41.0
32825000-SW-Center,32825000,5999767.20102,2113231.6623,GEARY BLVD: LYON ST intersection,SW,Center,37.78256968278736,-122.4444314725316,11/10/2020 06:44:16 AM,46678.0,28,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,,1,"(37.782569682787354, -122.4444314725316)",15.0,5.0,1.0,29490.0,16.0
24720000-SE-Center,24720000,6011592.0179,2115629.96351,KEARNY ST: SUTTER ST intersection,SE,Center,37.78982932524186,-122.40384156378668,11/10/2020 06:44:16 AM,25952.0,33,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.78982932524186, -122.40384156378668)",4.0,1.0,10.0,28854.0,6.0
21406000-W-Left,21406000,6002352.66468,2088495.73507,AMAZON AVE: ATHENS ST intersection,W,Left,37.71475188158559,-122.43363910936075,11/10/2020 06:44:16 AM,7237.0,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.71475188158559, -122.43363910936075)",9.0,7.0,6.0,28861.0,5.0
26445000-SE-Center,26445000,5996952.09314,2109399.52824,FELL ACCESS RD: FELL ST \ STANYAN ST intersection,SE,Center,37.771930390511365,-122.45408321763544,11/10/2020 06:44:16 AM,35291.0,42,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.771930390511365, -122.45408321763543)",15.0,5.0,2.0,29492.0,8.0
24310000-W-Right,24310000,6008894.45573,2111021.37079,08TH ST: MINNA ST intersection,W,Right,37.77702640649977,-122.41261666681622,11/10/2020 06:44:16 AM,23945.0,20,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.77702640649977, -122.41261666681622)",8.0,2.0,9.0,28853.0,34.0
25417000-SE-Left,25417000,6009216.23265,2119051.51648,GREEN ST: MASON ST intersection,SE,Left,37.79909578567792,-122.41228302122676,11/10/2020 06:44:16 AM,29288.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79909578567792, -122.41228302122676)",3.0,1.0,10.0,308.0,21.0
24917000-NW-Right,24917000,6009769.55667,2114731.44408,GEARY ST: MASON ST intersection,NW,Right,37.78714912937991,-122.409874016551,11/10/2020 06:44:16 AM,26834.0,35,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.787149129379905, -122.409874016551)",5.0,1.0,10.0,28852.0,36.0
24094000-NE-Right,24094000,6007056.48008,2102661.45969,23RD ST: MISSION ST intersection,NE,Right,37.753836574125415,-122.4185939450904,11/10/2020 06:44:16 AM,22679.0,47,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.753836574125415, -122.4185939450904)",2.0,4.0,7.0,28859.0,19.0
26464000-NW-Right,26464000,5998177.21404,2111751.68233,ROSELYN TER: TURK BLVD intersection,NW,Right,37.7782769946863,-122.449767079299,11/10/2020 06:44:16 AM,35364.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7782769946863, -122.449767079299)",15.0,6.0,2.0,54.0,16.0
27696000-SE-Left,27696000,5985056.57821,2102909.09141,36TH AVE: NORIEGA ST intersection,SE,Left,37.753437432762745,-122.49469114769792,11/10/2020 06:44:16 AM,43506.0,30,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,,,1.0,1.0,0.0,4.0,,1,"(37.753437432762745, -122.49469114769792)",1.0,8.0,3.0,56.0,35.0
25933000-NW-Left,25933000,6004482.25262,2110880.44096,BUCHANAN ST: HAYES ST intersection,NW,Left,37.77625365447103,-122.4279137151256,11/10/2020 06:44:16 AM,32344.0,42,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.77625365447103, -122.42791371512561)",7.0,9.0,11.0,28852.0,10.0
21508000-NE-Right,21508000,5999575.66171,2087539.24551,FLORENTINE AVE: MORSE ST intersection,NE,Right,37.71190912805876,-122.44331951945138,11/10/2020 06:44:16 AM,7800.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71190912805876, -122.44331951945138)",9.0,7.0,6.0,28861.0,5.0
27006000-NW-Right,27006000,5999761.85161999,2120207.12342,BAY ST: BRODERICK ST intersection,NW,Right,37.80162596866564,-122.44489254852118,11/10/2020 06:44:16 AM,39013.0,33,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.80162596866564, -122.44489254852118)",13.0,9.0,1.0,57.0,17.0
25442000-S-Left,25442000,6009178.90858,2120027.9056,COLUMBUS AVE: GREENWICH ST \ SCOTLAND ST intersection,S,Left,37.80193062303111,-122.41254127795014,11/10/2020 06:44:16 AM,29389.0,15,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.801930623031105, -122.41254127795014)",3.0,1.0,10.0,308.0,4.0
26481000-NE-Left,26481000,5997196.6166,2111620.40503,PARKER AVE: TURK BLVD intersection,NE,Left,37.777826849588266,-122.45338499612684,11/10/2020 06:44:16 AM,35465.0,15,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.777826849588266, -122.45338499612684)",15.0,6.0,2.0,54.0,16.0
33480000-N-Right,33480000,5990574.49336,2089223.79562,CAMBON DR: FONT BLVD intersection,N,Right,37.71589585534817,-122.47444642792212,11/10/2020 06:44:16 AM,48017.0,49,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.71589585534817, -122.47444642792212)",1.0,8.0,4.0,64.0,14.0
27160000-NE-Left,27160000,5992750.4188,2105968.57611,11TH AVE: JUDAH ST intersection,NE,Left,37.7620810993264,-122.4683210049128,11/10/2020 06:44:16 AM,39863.0,37,,,,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,0.0,1.0,,4.0,,1,"(37.7620810993264, -122.4683210049128)",1.0,8.0,11.0,56.0,12.0
23833000-N-Left,23833000,6013330.15716,2111760.50711,04TH ST: WELSH ST intersection,N,Left,37.77913220998776,-122.39753890631918,11/10/2020 06:44:16 AM,20997.0,22,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,,1,"(37.77913220998776, -122.39753890631918)",6.0,2.0,9.0,28856.0,34.0
20058000-SE-Left,20058000,6018842.40401,2093691.17383,KISKA RD: REARDON RD intersection,SE,Left,37.73001581393305,-122.37720261286682,11/10/2020 06:44:16 AM,101.0,49,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.73001581393305, -122.37720261286682)",10.0,3.0,8.0,58.0,1.0
24585000-W-Center,24585000,6012637.07948,2112851.98032,BONIFACIO ST: MABINI ST intersection,W,Center,37.78221336580344,-122.39983345026864,11/10/2020 06:44:16 AM,25307.0,28,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,,1,"(37.78221336580344, -122.39983345026864)",6.0,2.0,9.0,28856.0,34.0
24898000-NE-Center,24898000,6010012.32423,2113380.82802,MARKET ST: MASON ST \ TURK ST intersection,NE,Center,37.7832878387721,-122.40895215875234,11/10/2020 06:44:16 AM,26712.0,20,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.7832878387721, -122.40895215875234)",14.0,2.0,9.0,28853.0,34.0
26011000-SE-Right,26011000,6001926.96311,2108735.99872,CASTRO ST: DIVISADERO ST \ WALLER ST intersection,SE,Right,37.77034288324532,-122.4368489427372,11/10/2020 06:44:16 AM,32842.0,47,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.77034288324532, -122.43684894273721)",15.0,5.0,5.0,29492.0,9.0
20572000-NW-Right,20572000,6011523.77331,2090731.28244,GIRARD ST: MANSELL ST intersection,NW,Right,37.72127743804394,-122.40205647171616,11/10/2020 06:44:16 AM,2749.0,33,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.72127743804394, -122.40205647171616)",10.0,3.0,7.0,309.0,28.0
24514000-N-Right,24514000,6013248.66126,2113780.32591,FOLSOM ST: HAWTHORNE ST intersection,N,Right,37.78466657225492,-122.39781161322044,11/10/2020 06:44:16 AM,24974.0,37,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78466657225492, -122.39781161322044)",6.0,2.0,9.0,28856.0,6.0
24634000-S-Center,24634000,6010746.07473,2113039.49963,05TH ST: MISSION ST intersection,S,Center,37.78273162247682,-122.40647940291468,11/10/2020 06:44:16 AM,25550.0,25,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.782731622476824, -122.40647940291468)",14.0,2.0,9.0,28853.0,34.0
21927000-NE-Right,21927000,6003116.9709,2095449.70673,ARLINGTON ST: NATICK ST \ SAN JOSE AV OFF RAMP \ WILDER ST intersection,NE,Right,37.7337654082792,-122.43159455925324,11/10/2020 06:44:16 AM,10223.0,35,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7337654082792, -122.43159455925323)",2.0,7.0,5.0,63.0,7.0
26365000-SW-Right,26365000,5999950.90604,2111922.10193,ARBOL LN: LYON ST \ TURK BLVD intersection,SW,Right,37.77903800489389,-122.44369910967023,11/10/2020 06:44:16 AM,34753.0,37,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0,0.0,4.0,,1,"(37.77903800489389, -122.44369910967025)",15.0,5.0,1.0,29490.0,16.0
27914000-SE-Left,27914000,5983468.44851,2113098.11139,40TH AVE: CLEMENT ST intersection,SE,Left,37.78127693158669,-122.50094505044844,11/10/2020 06:44:16 AM,45079.0,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.78127693158669, -122.50094505044844)",11.0,6.0,2.0,55.0,26.0
26302000-NE-Right,26302000,5997308.94938,2106756.37506,PARNASSUS AVE: STANYAN ST intersection,NE,Right,37.76450934761999,-122.45256935357467,11/10/2020 06:44:16 AM,34340.0,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,1.0,,,4.0,,1,"(37.764509347619985, -122.45256935357467)",15.0,5.0,11.0,29492.0,12.0
20756000-E-Left,20756000,6012095.96278,2096999.04221,QUESADA AVE: SELBY ST intersection,E,Left,37.7386487584323,-122.40080826725703,11/10/2020 06:44:16 AM,3738.0,50,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.7386487584323, -122.40080826725705)",10.0,3.0,8.0,58.0,1.0
26480000-NE-Left,26480000,5997454.5649,2111650.59066,TEMESCAL TER: TURK BLVD intersection,NE,Left,37.7779396385577,-122.45243111163136,11/10/2020 06:44:16 AM,35459.0,40,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.777939638557704, -122.45243111163137)",15.0,6.0,2.0,54.0,16.0
24941000-NE-Left,24941000,6009352.61464,2114674.66376,GEARY ST: TAYLOR ST intersection,NE,Left,37.786939692801816,-122.41151576710676,11/10/2020 06:44:16 AM,26975.0,27,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.786939692801816, -122.41151576710676)",5.0,1.0,10.0,28852.0,36.0
22205000-SE-Left,22205000,5996404.38688,2089589.95368,SUMMIT ST: THRIFT ST intersection,SE,Left,37.71748924524143,-122.45451425821798,11/10/2020 06:44:16 AM,11710.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71748924524143, -122.45451425821798)",9.0,8.0,6.0,28861.0,24.0
26335000-NE-Right,26335000,5999121.97823,2107703.03229,ASHBURY ST: FREDERICK ST intersection,NE,Right,37.76722024288643,-122.4463692587338,11/10/2020 06:44:16 AM,34522.0,47,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.76722024288643, -122.44636925873381)",15.0,5.0,11.0,29492.0,9.0
26465000-NW-Right,26465000,5997887.15098,2111715.45077,KITTREDGE TER: TURK BLVD intersection,NW,Right,37.7781645847975,-122.4506548126986,11/10/2020 06:44:16 AM,35370.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7781645847975, -122.45065481269859)",15.0,6.0,2.0,54.0,16.0
21869000-S-Left,21869000,6004271.7327,2096611.41142,CHENERY ST: MIGUEL ST \ WHITNEY ST intersection,S,Left,37.73721372256108,-122.4277073464084,11/10/2020 06:44:16 AM,9846.0,37,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.73721372256108, -122.42770734640841)",2.0,7.0,5.0,63.0,7.0
23693000-SW-Left,23693000,6012290.03031,2101376.91469,26TH ST: DE HARO ST intersection,SW,Left,37.75075303243911,-122.40021735650248,11/10/2020 06:44:16 AM,20131.0,20,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.75075303243911, -122.40021735650248)",10.0,3.0,8.0,28856.0,29.0
5723201-E-MB-BT,5723201,5988071.129598,2091786.486691,FONT BLVD: ARBALLO DR \ TAPIA DR to LAKE MERCED BLVD (700 - 898) -- EAST --,E,MB,37.72302381161125,-122.48362132092858,11/10/2020 06:44:16 AM,52143.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.72302381161125, -122.48362132092858)",1.0,8.0,4.0,64.0,14.0
27011000-SW-Right,27011000,5999729.72505,2120499.92631,BRODERICK ST: NORTH POINT ST intersection,SW,Right,37.80256180287873,-122.44508196326292,11/10/2020 06:44:16 AM,39038.0,48,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.80256180287873, -122.44508196326292)",13.0,9.0,1.0,57.0,17.0
23500000-NE-Right,23500000,5981830.68046,2097436.32382,47TH AVE: VICENTE ST intersection,NE,Right,37.73800398053408,-122.505428658349,11/10/2020 06:44:16 AM,19066.0,46,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,3.0,,1,"(37.73800398053408, -122.50542865834899)",1.0,8.0,3.0,29491.0,35.0
26213000-E-Center,26213000,5999533.98758,2107038.28755,ASHBURY TER: DELMAR ST \ PIEDMONT ST intersection,E,Center,37.7654921409577,-122.44492673758458,11/10/2020 06:44:16 AM,33963.0,37,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.765492140957704, -122.44492673758458)",15.0,5.0,5.0,29492.0,9.0
21637000-N-Right-BT,21637000,6004865.7721,2091980.19524,AVALON AVE: MOSCOW ST intersection,N,Right,37.72438234973461,-122.42530158493427,11/10/2020 06:44:16 AM,8463.0,45,1.0,,,0.0,,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72438234973461, -122.42530158493429)",9.0,7.0,6.0,28861.0,5.0
25425000-SW-Right,25425000,6009576.46534,2119794.71432,FILBERT ST: POWELL ST intersection,SW,Right,37.80116973856182,-122.41101851645986,11/10/2020 06:44:16 AM,29319.0,42,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.80116973856182, -122.41101851645986)",3.0,1.0,10.0,308.0,23.0
27715000-NW-Center,27715000,5986155.80567,2105744.60018,32ND AVE: JUDAH ST intersection,NW,Center,37.76108687708638,-122.49092290934938,11/10/2020 06:44:16 AM,43661.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,,1,"(37.76108687708638, -122.49092290934938)",1.0,8.0,3.0,56.0,35.0
26375000-NE-Right,26375000,6000032.30614,2111648.49848,GOLDEN GATE AVE: LYON ST intersection,NE,Right,37.778089199823775,-122.44350691987972,11/10/2020 06:44:16 AM,34822.0,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.778089199823775, -122.44350691987972)",15.0,5.0,11.0,29490.0,16.0
25202000-SW-Left,25202000,6007292.47731,2115033.27255,LARKIN ST: SUTTER ST intersection,SW,Left,37.787966272228246,-122.41846502669028,11/10/2020 06:44:16 AM,28250.0,15,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.787966272228246, -122.41846502669027)",13.0,9.0,10.0,28858.0,21.0
23033000-NE-Center,23033000,5990571.54028,2092479.89902,19TH AVE: DENSLOWE DR intersection,NE,Center,37.724905534368204,-122.47484831388644,11/10/2020 06:44:16 AM,16025.0,49,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.724905534368204, -122.47484831388644)",9.0,8.0,4.0,64.0,14.0
25520000-SW-Left,25520000,6008498.0251,2120349.16972,LOMBARD ST: TAYLOR ST intersection,SW,Left,37.8026211343238,-122.41468120719227,11/10/2020 06:44:16 AM,29763.0,20,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.8026211343238, -122.41468120719227)",5.0,1.0,10.0,308.0,32.0
